posted,review,year
"Posted November 10, 2014.",2,2014
"Posted March 11, 2015.",2,2015
"Posted January 8, 2014.",2,2014
"Posted December 30, 2013.",2,2013
"Posted June 27, 2014.",2,2014
"Posted August 16, 2013.",2,2013
"Posted July 22, 2015.",1,2015
"Posted June 20, 2014.",2,2014
"Posted November 25, 2013.",2,2013
"Posted November 21, 2014.",2,2014
"Posted December 23, 2014.",0,2014
"Posted March 21, 2015.",2,2015
"Posted December 16, 2013.",2,2013
"Posted July 25, 2015.",2,2015
"Posted November 24, 2015.",0,2015
"Posted July 26, 2014.",2,2014
"Posted January 31, 2015.",2,2015
"Posted July 6, 2014.",2,2014
"Posted May 15, 2015.",0,2015
"Posted November 17, 2013.",1,2013
"Posted December 5, 2014.",2,2014
"Posted September 24, 2015.",0,2015
"Posted March 24, 2015.",1,2015
"Posted April 20, 2015.",0,2015
"Posted February 5, 2011.",2,2011
"Posted February 5, 2011.",2,2011
"Posted February 5, 2011.",2,2011
"Posted February 5, 2011.",2,2011
"Posted March 10, 2015.",2,2015
"Posted July 2, 2014.",1,2014
"Posted January 9, 2014.",0,2014
"Posted March 24, 2013.",0,2013
"Posted March 23, 2015.",2,2015
"Posted November 25, 2015.",2,2015
"Posted February 18, 2015.",0,2015
"Posted August 13, 2014.",0,2014
"Posted December 27, 2014.",0,2014
"Posted December 27, 2014.",2,2014
"Posted August 30, 2014.",2,2014
"Posted June 22, 2014.",2,2014
"Posted June 22, 2014.",2,2014
"Posted December 30, 2014.",2,2014
"Posted June 20, 2015.",0,2015
"Posted March 20, 2014.",2,2014
"Posted April 26, 2014.",0,2014
"Posted December 29, 2013.",1,2013
"Posted June 14, 2015.",2,2015
"Posted June 19, 2015.",2,2015
"Posted September 30, 2014.",2,2014
"Posted September 5, 2014.",1,2014
"Posted September 26, 2014.",2,2014
"Posted January 1, 2014.",2,2014
"Posted April 26, 2014.",2,2014
"Posted August 8, 2015.",2,2015
"Posted April 24, 2015.",2,2015
"Posted August 8, 2014.",2,2014
"Posted July 1, 2014.",0,2014
"Posted December 30, 2013.",2,2013
"Posted March 15, 2014.",2,2014
"Posted December 23, 2014.",1,2014
"Posted January 1, 2014.",2,2014
"Posted September 17, 2015.",2,2015
"Posted January 21, 2015.",0,2015
"Posted October 29, 2014.",1,2014
"Posted August 26, 2014.",2,2014
"Posted April 13, 2014.",2,2014
"Posted December 26, 2013.",2,2013
"Posted November 6, 2014.",2,2014
"Posted March 26, 2014.",1,2014
"Posted April 6, 2014.",2,2014
"Posted January 12, 2014.",2,2014
"Posted March 10, 2015.",1,2015
"Posted November 27, 2014.",1,2014
"Posted November 27, 2014.",1,2014
"Posted December 5, 2014.",1,2014
"Posted November 7, 2014.",2,2014
"Posted July 18, 2015.",0,2015
"Posted March 19, 2015.",1,2015
"Posted November 7, 2014.",2,2014
"Posted January 8, 2014.",2,2014
"Posted February 2, 2014.",1,2014
"Posted May 14, 2013.",0,2013
"Posted December 7, 2013.",0,2013
"Posted June 21, 2015.",0,2015
"Posted December 10, 2014.",2,2014
"Posted October 15, 2014.",2,2014
"Posted July 16, 2014.",2,2014
"Posted January 27, 2013.",2,2013
"Posted July 10, 2014.",2,2014
"Posted July 10, 2014.",0,2014
"Posted September 23, 2013.",2,2013
"Posted February 20, 2013.",1,2013
"Posted January 11, 2014.",2,2014
"Posted June 19, 2014.",1,2014
"Posted July 10, 2014.",1,2014
"Posted January 15, 2014.",2,2014
"Posted June 19, 2014.",2,2014
"Posted July 7, 2014.",1,2014
"Posted December 5, 2015.",0,2015
"Posted August 9, 2014.",2,2014
"Posted February 9, 2014.",2,2014
"Posted April 25, 2015.",0,2015
"Posted December 27, 2013.",2,2013
"Posted December 4, 2015.",0,2015
"Posted April 11, 2015.",2,2015
"Posted December 21, 2013.",0,2013
"Posted January 11, 2015.",0,2015
"Posted December 26, 2015.",0,2015
"Posted February 14, 2015.",2,2015
"Posted June 20, 2015.",2,2015
"Posted June 21, 2013.",2,2013
"Posted June 23, 2014.",2,2014
"Posted July 9, 2014.",0,2014
"Posted August 4, 2014.",1,2014
"Posted August 11, 2014.",1,2014
"Posted March 28, 2015.",1,2015
"Posted August 4, 2014.",1,2014
"Posted November 26, 2013.",2,2013
"Posted April 4, 2014.",1,2014
"Posted September 24, 2014.",0,2014
"Posted September 24, 2014.",2,2014
"Posted September 24, 2014.",2,2014
"Posted April 10, 2015.",0,2015
"Posted July 26, 2015.",2,2015
"Posted April 14, 2015.",2,2015
"Posted December 9, 2014.",1,2014
"Posted November 5, 2014.",1,2014
"Posted August 24, 2014.",2,2014
"Posted January 6, 2015.",2,2015
"Posted August 4, 2014.",0,2014
"Posted September 30, 2014.",0,2014
"Posted June 25, 2014.",2,2014
"Posted June 26, 2014.",2,2014
"Posted May 5, 2014.",0,2014
"Posted June 26, 2014.",2,2014
"Posted May 5, 2014.",2,2014
"Posted December 25, 2014.",0,2014
"Posted February 16, 2014.",0,2014
"Posted July 14, 2014.",2,2014
"Posted March 14, 2014.",2,2014
"Posted December 30, 2013.",1,2013
"Posted November 25, 2013.",2,2013
"Posted January 9, 2015.",1,2015
"Posted February 2, 2014.",2,2014
"Posted December 17, 2014.",1,2014
"Posted December 23, 2014.",2,2014
"Posted June 20, 2014.",0,2014
"Posted June 20, 2014.",0,2014
"Posted April 11, 2014.",2,2014
"Posted December 14, 2013.",2,2013
"Posted December 13, 2013.",1,2013
"Posted June 1, 2013.",1,2013
"Posted June 21, 2014.",1,2014
"Posted June 29, 2014.",1,2014
"Posted June 28, 2014.",2,2014
"Posted January 1, 2015.",1,2015
"Posted December 11, 2014.",2,2014
"Posted December 16, 2013.",2,2013
"Posted May 30, 2015.",0,2015
"Posted January 10, 2014.",1,2014
"Posted July 20, 2014.",2,2014
"Posted August 7, 2015.",1,2015
"Posted June 7, 2015.",1,2015
"Posted January 16, 2015.",2,2015
"Posted November 22, 2014.",2,2014
"Posted August 15, 2014.",2,2014
"Posted April 6, 2014.",1,2014
"Posted December 23, 2011.",2,2011
"Posted April 7, 2015.",2,2015
"Posted November 29, 2014.",2,2014
"Posted July 6, 2015.",2,2015
"Posted July 3, 2015.",2,2015
"Posted September 24, 2014.",1,2014
"Posted August 29, 2014.",2,2014
"Posted August 14, 2014.",2,2014
"Posted January 9, 2014.",2,2014
"Posted December 19, 2013.",2,2013
"Posted June 19, 2013.",2,2013
"Posted October 19, 2013.",2,2013
"Posted January 10, 2014.",2,2014
"Posted June 23, 2014.",2,2014
"Posted February 14, 2014.",1,2014
"Posted January 5, 2015.",0,2015
"Posted June 29, 2014.",2,2014
"Posted June 27, 2014.",2,2014
"Posted December 1, 2015.",1,2015
"Posted January 16, 2015.",1,2015
"Posted July 6, 2014.",2,2014
"Posted April 10, 2014.",2,2014
"Posted April 10, 2014.",2,2014
"Posted October 22, 2015.",2,2015
"Posted April 26, 2015.",1,2015
"Posted March 26, 2014.",1,2014
"Posted September 12, 2014.",2,2014
"Posted December 8, 2014.",2,2014
"Posted September 18, 2014.",2,2014
"Posted June 20, 2014.",0,2014
"Posted June 8, 2014.",2,2014
"Posted October 8, 2015.",2,2015
"Posted June 16, 2014.",2,2014
"Posted April 24, 2013.",1,2013
"Posted May 23, 2014.",1,2014
"Posted July 3, 2015.",2,2015
"Posted June 26, 2015.",2,2015
"Posted December 19, 2013.",2,2013
"Posted June 25, 2014.",0,2014
"Posted December 19, 2013.",2,2013
"Posted January 29, 2015.",2,2015
"Posted December 1, 2014.",1,2014
"Posted September 30, 2014.",2,2014
"Posted December 18, 2013.",2,2013
"Posted November 16, 2014.",2,2014
"Posted December 7, 2013.",2,2013
"Posted April 1, 2015.",2,2015
"Posted April 19, 2014.",0,2014
"Posted April 14, 2015.",2,2015
"Posted September 8, 2015.",2,2015
"Posted July 3, 2014.",0,2014
"Posted January 16, 2014.",2,2014
"Posted April 19, 2015.",2,2015
"Posted September 26, 2012.",2,2012
"Posted January 5, 2015.",2,2015
"Posted April 20, 2014.",1,2014
"Posted February 22, 2014.",2,2014
"Posted January 3, 2014.",2,2014
"Posted December 27, 2013.",2,2013
"Posted January 12, 2014.",0,2014
"Posted June 14, 2015.",2,2015
"Posted October 25, 2015.",1,2015
"Posted December 5, 2015.",1,2015
"Posted September 5, 2015.",2,2015
"Posted November 23, 2014.",0,2014
"Posted June 8, 2015.",2,2015
"Posted August 4, 2014.",1,2014
"Posted June 22, 2014.",1,2014
"Posted September 3, 2015.",2,2015
"Posted November 10, 2015.",2,2015
"Posted June 19, 2015.",1,2015
"Posted December 8, 2015.",1,2015
"Posted February 14, 2015.",1,2015
"Posted June 24, 2014.",2,2014
"Posted November 29, 2013.",2,2013
"Posted March 27, 2015.",2,2015
"Posted November 8, 2014.",2,2014
"Posted June 15, 2015.",0,2015
"Posted April 13, 2015.",1,2015
"Posted March 1, 2015.",0,2015
"Posted June 11, 2015.",2,2015
"Posted February 18, 2015.",0,2015
"Posted December 3, 2013.",2,2013
"Posted December 23, 2015.",1,2015
"Posted July 19, 2014.",2,2014
"Posted June 30, 2014.",1,2014
"Posted December 15, 2015.",2,2015
"Posted November 28, 2015.",2,2015
"Posted November 12, 2012.",2,2012
"Posted November 12, 2012.",1,2012
"Posted October 19, 2015.",2,2015
"Posted June 23, 2014.",2,2014
"Posted June 27, 2013.",2,2013
"Posted June 8, 2014.",1,2014
"Posted August 22, 2014.",2,2014
"Posted January 14, 2015.",2,2015
"Posted August 28, 2014.",1,2014
"Posted April 29, 2014.",1,2014
"Posted February 13, 2014.",1,2014
"Posted August 16, 2014.",2,2014
"Posted April 11, 2014.",1,2014
"Posted December 28, 2013.",1,2013
"Posted July 14, 2015.",0,2015
"Posted May 2, 2015.",2,2015
"Posted January 14, 2014.",0,2014
"Posted May 22, 2014.",1,2014
"Posted April 25, 2014.",1,2014
"Posted February 12, 2014.",1,2014
"Posted June 19, 2014.",1,2014
"Posted April 25, 2014.",1,2014
"Posted April 25, 2014.",1,2014
"Posted June 12, 2013.",1,2013
"Posted July 3, 2015.",2,2015
"Posted April 6, 2014.",2,2014
"Posted May 17, 2013.",2,2013
"Posted February 17, 2014.",2,2014
"Posted December 17, 2013.",2,2013
"Posted May 21, 2014.",2,2014
"Posted June 7, 2015.",0,2015
"Posted March 9, 2015.",1,2015
"Posted February 26, 2015.",2,2015
"Posted October 4, 2014.",2,2014
"Posted August 22, 2014.",0,2014
"Posted July 29, 2015.",2,2015
"Posted December 6, 2013.",0,2013
"Posted January 24, 2014.",2,2014
"Posted August 24, 2014.",2,2014
"Posted January 24, 2014.",2,2014
"Posted August 18, 2011.",2,2011
"Posted July 25, 2015.",0,2015
"Posted August 10, 2015.",2,2015
"Posted December 5, 2015.",0,2015
"Posted July 30, 2015.",2,2015
"Posted June 5, 2015.",2,2015
"Posted May 29, 2015.",1,2015
"Posted May 29, 2015.",1,2015
"Posted April 15, 2015.",2,2015
"Posted January 20, 2015.",2,2015
"Posted December 10, 2014.",2,2014
"Posted November 30, 2013.",2,2013
"Posted January 21, 2015.",2,2015
"Posted January 21, 2015.",1,2015
"Posted November 24, 2014.",0,2014
"Posted April 10, 2014.",2,2014
"Posted May 2, 2014.",2,2014
"Posted June 8, 2014.",0,2014
"Posted January 17, 2015.",1,2015
"Posted April 4, 2014.",2,2014
"Posted November 10, 2015.",2,2015
"Posted April 8, 2015.",1,2015
"Posted January 4, 2014.",2,2014
"Posted July 28, 2014.",2,2014
"Posted December 23, 2013.",2,2013
"Posted August 2, 2013.",1,2013
"Posted October 2, 2015.",1,2015
"Posted April 2, 2014.",0,2014
"Posted January 26, 2015.",1,2015
"Posted April 12, 2014.",1,2014
"Posted March 6, 2014.",1,2014
"Posted January 10, 2014.",2,2014
"Posted November 30, 2013.",1,2013
"Posted February 27, 2014.",2,2014
"Posted May 24, 2013.",2,2013
"Posted February 27, 2014.",2,2014
"Posted December 23, 2013.",2,2013
"Posted August 8, 2014.",2,2014
"Posted November 27, 2015.",2,2015
"Posted October 20, 2015.",2,2015
"Posted September 3, 2015.",1,2015
"Posted August 19, 2015.",0,2015
"Posted June 3, 2015.",1,2015
"Posted October 20, 2015.",1,2015
"Posted July 6, 2015.",2,2015
"Posted November 19, 2015.",1,2015
"Posted December 29, 2015.",2,2015
"Posted August 16, 2015.",2,2015
"Posted March 9, 2013.",2,2013
"Posted July 23, 2012.",2,2012
"Posted December 17, 2014.",2,2014
"Posted August 19, 2014.",0,2014
"Posted May 21, 2013.",1,2013
"Posted April 26, 2013.",0,2013
"Posted March 7, 2013.",0,2013
"Posted July 28, 2012.",0,2012
"Posted July 23, 2012.",0,2012
"Posted December 17, 2013.",1,2013
"Posted December 3, 2013.",1,2013
"Posted November 30, 2013.",1,2013
"Posted June 11, 2015.",1,2015
"Posted September 7, 2014.",0,2014
"Posted September 3, 2014.",2,2014
"Posted September 1, 2014.",2,2014
"Posted November 28, 2015.",2,2015
"Posted October 29, 2015.",1,2015
"Posted September 29, 2015.",2,2015
"Posted June 19, 2011.",2,2011
"Posted June 18, 2011.",2,2011
"Posted February 14, 2014.",2,2014
"Posted February 18, 2014.",1,2014
"Posted April 14, 2015.",2,2015
"Posted February 15, 2014.",2,2014
"Posted January 5, 2014.",2,2014
"Posted February 10, 2014.",1,2014
"Posted December 17, 2013.",2,2013
"Posted July 14, 2015.",2,2015
"Posted July 6, 2015.",2,2015
"Posted July 6, 2015.",2,2015
"Posted March 19, 2013.",2,2013
"Posted April 12, 2014.",2,2014
"Posted December 22, 2015.",2,2015
"Posted March 21, 2014.",2,2014
"Posted June 30, 2014.",2,2014
"Posted May 1, 2014.",2,2014
"Posted June 12, 2015.",2,2015
"Posted March 21, 2014.",2,2014
"Posted March 21, 2014.",2,2014
"Posted March 21, 2014.",2,2014
"Posted June 15, 2015.",2,2015
"Posted June 4, 2015.",2,2015
"Posted June 2, 2015.",2,2015
"Posted March 27, 2015.",2,2015
"Posted September 19, 2014.",1,2014
"Posted October 23, 2015.",2,2015
"Posted February 14, 2014.",2,2014
"Posted February 14, 2014.",1,2014
"Posted January 25, 2014.",2,2014
"Posted November 29, 2013.",2,2013
"Posted December 25, 2015.",2,2015
"Posted October 5, 2014.",2,2014
"Posted April 12, 2014.",2,2014
"Posted December 3, 2013.",0,2013
"Posted October 29, 2014.",2,2014
"Posted December 20, 2013.",2,2013
"Posted March 26, 2014.",1,2014
"Posted July 26, 2014.",2,2014
"Posted April 2, 2014.",0,2014
"Posted February 14, 2014.",2,2014
"Posted August 1, 2015.",1,2015
"Posted September 6, 2014.",2,2014
"Posted May 15, 2015.",2,2015
"Posted July 11, 2015.",2,2015
"Posted July 3, 2015.",2,2015
"Posted June 13, 2015.",2,2015
"Posted April 16, 2015.",0,2015
"Posted October 18, 2013.",2,2013
"Posted September 17, 2014.",2,2014
"Posted July 13, 2014.",2,2014
"Posted October 30, 2015.",2,2015
"Posted February 26, 2015.",2,2015
"Posted September 1, 2012.",2,2012
"Posted April 18, 2015.",2,2015
"Posted July 4, 2015.",2,2015
"Posted December 28, 2014.",2,2014
"Posted October 17, 2015.",2,2015
"Posted September 30, 2015.",1,2015
"Posted October 31, 2015.",0,2015
"Posted September 28, 2015.",0,2015
"Posted June 5, 2015.",2,2015
"Posted November 26, 2013.",2,2013
"Posted December 15, 2015.",1,2015
"Posted December 12, 2015.",2,2015
"Posted January 31, 2015.",2,2015
"Posted February 2, 2014.",1,2014
"Posted November 5, 2015.",1,2015
"Posted December 4, 2013.",0,2013
"Posted September 25, 2013.",2,2013
"Posted September 24, 2014.",2,2014
"Posted August 20, 2014.",2,2014
"Posted November 11, 2015.",2,2015
"Posted April 24, 2013.",2,2013
"Posted April 24, 2013.",2,2013
"Posted April 24, 2013.",2,2013
"Posted April 24, 2013.",2,2013
"Posted April 24, 2013.",2,2013
"Posted September 15, 2012.",2,2012
"Posted June 5, 2012.",2,2012
"Posted March 8, 2012.",2,2012
"Posted December 8, 2011.",2,2011
"Posted April 7, 2015.",2,2015
"Posted October 29, 2012.",2,2012
"Posted February 10, 2014.",0,2014
"Posted June 28, 2013.",2,2013
"Posted June 11, 2013.",2,2013
"Posted June 5, 2013.",0,2013
"Posted June 14, 2015.",2,2015
"Posted November 10, 2012.",2,2012
"Posted May 20, 2012.",2,2012
"Posted July 9, 2015.",0,2015
"Posted June 14, 2015.",2,2015
"Posted June 14, 2015.",2,2015
"Posted June 14, 2015.",2,2015
"Posted January 11, 2014.",2,2014
"Posted December 3, 2013.",2,2013
"Posted April 21, 2015.",2,2015
"Posted January 28, 2014.",2,2014
"Posted November 30, 2013.",2,2013
"Posted January 28, 2014.",1,2014
"Posted December 5, 2015.",0,2015
"Posted December 25, 2014.",2,2014
"Posted February 26, 2015.",0,2015
"Posted February 17, 2015.",2,2015
"Posted March 28, 2014.",1,2014
"Posted November 10, 2015.",2,2015
"Posted August 28, 2015.",0,2015
"Posted July 11, 2014.",2,2014
"Posted January 2, 2014.",1,2014
"Posted June 14, 2015.",1,2015
"Posted August 27, 2015.",1,2015
"Posted October 8, 2012.",2,2012
"Posted April 4, 2014.",1,2014
"Posted August 29, 2015.",2,2015
"Posted July 15, 2015.",2,2015
"Posted April 4, 2014.",2,2014
"Posted August 11, 2014.",2,2014
"Posted July 19, 2014.",2,2014
"Posted April 27, 2014.",2,2014
"Posted December 20, 2013.",2,2013
"Posted October 18, 2015.",1,2015
"Posted May 24, 2015.",2,2015
"Posted December 17, 2015.",1,2015
"Posted December 17, 2014.",2,2014
"Posted September 30, 2014.",0,2014
"Posted December 18, 2014.",2,2014
"Posted June 22, 2014.",2,2014
"Posted June 2, 2015.",2,2015
"Posted November 14, 2014.",1,2014
"Posted November 22, 2014.",0,2014
"Posted April 13, 2014.",2,2014
"Posted December 25, 2013.",0,2013
"Posted December 25, 2013.",2,2013
"Posted January 2, 2015.",0,2015
"Posted December 25, 2013.",1,2013
"Posted April 23, 2014.",0,2014
"Posted March 9, 2013.",2,2013
"Posted December 16, 2014.",2,2014
"Posted December 26, 2014.",1,2014
"Posted January 13, 2015.",1,2015
"Posted June 24, 2014.",2,2014
"Posted December 2, 2014.",2,2014
"Posted December 24, 2013.",1,2013
"Posted January 25, 2012.",1,2012
"Posted December 7, 2015.",1,2015
"Posted December 7, 2015.",2,2015
"Posted December 13, 2015.",0,2015
"Posted December 6, 2015.",1,2015
"Posted April 19, 2015.",2,2015
"Posted September 24, 2015.",2,2015
"Posted October 8, 2015.",2,2015
"Posted December 27, 2014.",2,2014
"Posted July 5, 2015.",2,2015
"Posted January 22, 2015.",0,2015
"Posted October 21, 2014.",2,2014
"Posted August 15, 2014.",2,2014
"Posted August 27, 2015.",2,2015
"Posted August 15, 2014.",2,2014
"Posted August 21, 2014.",2,2014
"Posted December 16, 2014.",0,2014
"Posted March 8, 2014.",2,2014
"Posted February 27, 2015.",0,2015
"Posted December 20, 2013.",2,2013
"Posted October 10, 2014.",2,2014
"Posted November 18, 2015.",2,2015
"Posted September 29, 2015.",2,2015
"Posted December 15, 2013.",2,2013
"Posted August 30, 2015.",2,2015
"Posted December 27, 2013.",1,2013
"Posted December 6, 2013.",1,2013
"Posted December 6, 2013.",2,2013
"Posted October 10, 2015.",2,2015
"Posted September 21, 2015.",0,2015
"Posted February 18, 2014.",1,2014
"Posted March 29, 2015.",0,2015
"Posted April 16, 2015.",0,2015
"Posted April 16, 2015.",0,2015
"Posted April 16, 2015.",2,2015
"Posted April 16, 2015.",0,2015
"Posted June 21, 2015.",1,2015
"Posted June 19, 2015.",1,2015
"Posted June 17, 2015.",1,2015
"Posted April 24, 2015.",1,2015
"Posted November 5, 2014.",1,2014
"Posted January 25, 2014.",1,2014
"Posted December 20, 2015.",2,2015
"Posted November 30, 2015.",2,2015
"Posted November 22, 2015.",2,2015
"Posted November 20, 2015.",2,2015
"Posted November 11, 2015.",2,2015
"Posted September 29, 2015.",2,2015
"Posted May 29, 2015.",2,2015
"Posted April 13, 2015.",2,2015
"Posted June 28, 2014.",2,2014
"Posted September 6, 2014.",1,2014
"Posted June 30, 2015.",0,2015
"Posted July 14, 2015.",2,2015
"Posted October 16, 2014.",2,2014
"Posted July 21, 2012.",1,2012
"Posted July 18, 2015.",1,2015
"Posted July 15, 2015.",0,2015
"Posted April 24, 2015.",0,2015
"Posted September 20, 2014.",0,2014
"Posted March 14, 2014.",0,2014
"Posted June 23, 2014.",2,2014
"Posted June 24, 2014.",2,2014
"Posted November 21, 2015.",0,2015
"Posted September 18, 2015.",0,2015
"Posted January 28, 2015.",2,2015
"Posted June 19, 2014.",2,2014
"Posted October 25, 2015.",0,2015
"Posted November 1, 2015.",0,2015
"Posted December 19, 2015.",2,2015
"Posted May 16, 2014.",1,2014
"Posted September 13, 2015.",1,2015
"Posted April 11, 2014.",1,2014
"Posted October 20, 2015.",0,2015
"Posted November 23, 2015.",1,2015
"Posted July 28, 2014.",2,2014
"Posted November 25, 2013.",2,2013
"Posted November 3, 2011.",2,2011
